17.82,2117,2234,100,100,810,819,1153,1191,91,100,17,17,19,18
20.912,2134,2237,100,100,807,818,1132,1191,90,100,16,17,19,19
16.263,2129,2261,100,100,811,819,1142,1194,90,99,17,17,18,19
15.917,2131,2240,100,100,807,819,1141,1193,91,99,16,17,19,19
16.188,2141,2241,100,100,809,819,1157,1190,90,99,17,17,19,18
13.279,2132,2243,100,100,811,818,1143,1191,90,100,16,16,20,20
28.232,0,2243,0,100,0,819,0,1190,90,99,0,17,0,19
12.967,2132,2236,100,100,809,818,1135,1190,91,100,17,16,19,18
